,Cluster,Excluded,Fail,Pass
0,0,0.6369426751592357,61.78343949044586,37.57961783439491
1,1,1.5384615384615385,67.6923076923077,30.76923076923077
2,2,0.6493506493506493,24.025974025974026,75.32467532467533
3,3,0.8438818565400843,57.80590717299579,41.35021097046413
