QualityMeasure1,QualityMeasure10,QualityMeasure11,QualityMeasure12,QualityMeasure13,QualityMeasure14,QualityMeasure15,QualityMeasure15Chemo,QualityMeasure15RT,QualityMeasure15Surgery,QualityMeasure16,QualityMeasure17,QualityMeasure18,QualityMeasure19,QualityMeasure19_color,QualityMeasure2,QualityMeasure20,QualityMeasure21A,QualityMeasure21B,QualityMeasure22,QualityMeasure23,QualityMeasure24,QualityMeasure27,QualityMeasure3,QualityMeasure4,QualityMeasure5,QualityMeasure6,QualityMeasure7,QualityMeasure8A,QualityMeasure8B,QualityMeasure9
0.28475084079218693,-0.6668076340246879,,0.6673327900831739,,0.6691184028638401,-0.8909061054308177,0.8935087582864354,-0.8235372563591387,,0.09371953997660301,-0.9782787075980978,-0.9542459117625849,,,-0.05446449315986976,,,,0.6261542129185057,1.0,0.7858072549994796,,,0.9999999999999999,0.6593658802037358,0.3143775102373476,-0.21322121149782128,-0.11451966686277365,-0.2596360808075838,1.0
0.7589843512354364,-0.6301217850302686,1.0,-0.011087677669558163,1.0,-0.6535982264247451,0.6508248699946337,-0.14433724877936055,0.7488036846062442,,0.06775414332364924,0.20097680678771135,-0.589465083714684,,,-0.9999999999999999,0.03489811536071996,0.0466252404120157,0.05118958295600734,,0.18257418583505536,0.5447573792439229,,,0.9999999999999998,0.614861896165409,-0.023756817493820546,0.7798142547172938,0.022090403891063284,0.09051484101547944,-0.2704335932501895
,,,,,,-0.40599897147057507,0.6044336961795556,0.3380617018914066,0.8750112191892307,,,0.7159815084836783,0.8476959715175754,1.0,,0.9732081861010728,0.9978549090725812,-0.7420244200994537,,-0.1539981007018036,-0.04567210044745518,0.02463276305159774,0.9895495529963239,0.034932986226575195,,,,,0.18664199236729856,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
